Website,Product Name,Category,Brand,Price,Original Price (MRP),Discount Percentage,Rating,Reviews,Favorable Feedback,Critical Feedback
Myntra,Puma Fashion Product 677,Fashion,Puma,11666.86,14847.72,21.42,3.1,2526,1747,779
Myntra,Reebok Sports Product 984,Sports,Reebok,22570.7,30163.02,25.17,3,2694,2353,341
Myntra,Maybelline Beauty Product 575,Beauty,Maybelline,44091.4,62564.32,29.53,2,2653,1831,822
Myntra,Samsung Home Appliances Product 424,Home Appliances,Samsung,32531.2,44724.66,27.26,4.9,1214,834,380
Myntra,Scholastic Books Product 477,Books,Scholastic,30550.6,45624.09,33.04,3.9,4035,3161,874
Myntra,Adidas Fashion Product 708,Fashion,Adidas,2961.73,3748.8,21,2.8,2145,1222,923
Myntra,Adidas Fashion Product 627,Fashion,Adidas,16689.37,21582.28,22.67,3.2,1459,946,513
Myntra,Lego Toys Product 257,Toys,Lego,18782.59,25313.1,25.8,2.3,1037,902,135
Myntra,Yonex Sports Product 311,Sports,Yonex,7437.58,9658.9,23,1.7,544,478,66
Myntra,Adidas Fashion Product 553,Fashion,Adidas,38526.9,57777.61,33.32,4.3,3669,2983,686
Myntra,Lego Toys Product 918,Toys,Lego,26098.82,29449.96,11.38,1.8,924,601,323
Myntra,Adidas Fashion Product 609,Fashion,Adidas,32862.05,46944.49,30,1.7,3263,2092,1171
Myntra,Whirlpool Home Appliances Product 301,Home Appliances,Whirlpool,26391.85,29563.8,10.73,3.8,4390,4004,386
Myntra,Whirlpool Home Appliances Product 768,Home Appliances,Whirlpool,49616.56,60895.52,18.52,4.2,370,268,102
Myntra,L'Oreal Beauty Product 108,Beauty,L'Oreal,48803.41,68601.67,28.86,4.6,2866,1658,1208
Myntra,Fisher-Price Toys Product 828,Toys,Fisher-Price,3566.03,4735.62,24.7,1.3,460,395,65
Myntra,Maybelline Beauty Product 750,Beauty,Maybelline,14203.32,19066.84,25.51,1.6,717,467,250
Myntra,Scholastic Books Product 886,Books,Scholastic,15853.94,18209.62,12.94,1.6,1533,1336,197
Myntra,Dell Electronics Product 336,Electronics,Dell,24473.35,27377.37,10.61,2.1,3809,2931,878
Myntra,Oxford Books Product 303,Books,Oxford,24986.09,33994.86,26.5,3.2,2494,2434,60
Myntra,Zara Fashion Product 434,Fashion,Zara,43847.14,56452.71,22.33,3.9,4412,3153,1259
Myntra,OnePlus Electronics Product 115,Electronics,OnePlus,47431.32,56705.36,16.35,2.9,4807,4643,164
Myntra,Hasbro Toys Product 282,Toys,Hasbro,46183.16,61298.43,24.66,3.7,151,86,65
Myntra,Whirlpool Home Appliances Product 642,Home Appliances,Whirlpool,33294.1,45743.69,27.22,4.9,1037,1033,4
Myntra,Sony Electronics Product 386,Electronics,Sony,32644.95,44683.87,26.94,3.8,4641,3686,955
Myntra,Funskool Toys Product 479,Toys,Funskool,30951.91,42880.36,27.82,1.4,2780,1441,1339
Myntra,Mattel Toys Product 236,Toys,Mattel,18080.44,21550.58,16.1,4.6,975,882,93
Myntra,Apple Electronics Product 345,Electronics,Apple,38958.76,53702.67,27.45,4.6,862,505,357
Myntra,Samsung Home Appliances Product 496,Home Appliances,Samsung,13902.91,20071.12,30.73,3.8,4258,2305,1953
Myntra,Funskool Toys Product 575,Toys,Funskool,27403.12,35954.87,23.78,1.7,1977,1770,207
Myntra,Bosch Home Appliances Product 410,Home Appliances,Bosch,3107.67,4456.48,30.27,3.8,2577,1983,594
Myntra,Oxford Books Product 113,Books,Oxford,2925.98,4213.7,30.56,1.8,1082,573,509
Myntra,Lakme Beauty Product 779,Beauty,Lakme,38899.2,55783.64,30.27,3.9,3276,1812,1464
Myntra,Yonex Sports Product 985,Sports,Yonex,31794.49,37404.83,15,2.1,2629,1820,809
Myntra,Samsung Electronics Product 894,Electronics,Samsung,43153.73,57840.64,25.39,2,3468,3361,107
Myntra,Adidas Fashion Product 110,Fashion,Adidas,15047.82,19409.57,22.47,1.4,1443,1013,430
Myntra,Puma Fashion Product 744,Fashion,Puma,29436.41,36756.45,19.91,2.1,1492,902,590
Myntra,Nivea Beauty Product 734,Beauty,Nivea,2975.75,3818.38,22.07,3.8,1754,1448,306
Myntra,Lakme Beauty Product 834,Beauty,Lakme,2622.59,3304.14,20.63,4.3,3461,3345,116
Myntra,Yonex Sports Product 701,Sports,Yonex,17566.66,24126.26,27.19,2.9,2295,1878,417
Myntra,Reebok Sports Product 649,Sports,Reebok,9909.87,11285.46,12.19,3.3,2222,1859,363
Myntra,Maybelline Beauty Product 248,Beauty,Maybelline,31451.42,41722.92,24.62,4.7,2984,2811,173
Myntra,Head Sports Product 763,Sports,Head,11279.28,16477.96,31.55,2.5,4335,2486,1849
Myntra,Oxford Books Product 889,Books,Oxford,40378.76,46154.23,12.51,1.1,4602,2366,2236
Myntra,Hasbro Toys Product 869,Toys,Hasbro,30983.64,37990.59,18.44,3.4,3792,1995,1797
Myntra,Mattel Toys Product 404,Toys,Mattel,17780.01,22998.17,22.69,3.5,4827,2774,2053
Myntra,L'Oreal Beauty Product 745,Beauty,L'Oreal,778.96,957.28,18.63,3.6,1803,1164,639
Myntra,Hachette Books Product 289,Books,Hachette,46687.97,68485.41,31.83,2.6,2241,1413,828
Myntra,Yonex Sports Product 369,Sports,Yonex,23338.52,30551.71,23.61,4.2,731,445,286
Myntra,Hachette Books Product 678,Books,Hachette,26056.3,31083.86,16.17,4.5,2848,2263,585
Myntra,Penguin Books Product 812,Books,Penguin,11008.19,15168.29,27.43,2.5,1331,1096,235
Myntra,Funskool Toys Product 750,Toys,Funskool,13886.32,19362.18,28.28,2.1,3774,3735,39
Myntra,Dove Beauty Product 896,Beauty,Dove,42962.09,56652.85,24.17,1.8,945,540,405
Myntra,Yonex Sports Product 397,Sports,Yonex,46390.97,59982.32,22.66,1.5,1388,929,459
Myntra,Sony Electronics Product 607,Electronics,Sony,9118.19,11999.59,24.01,2.1,1693,1644,49
Myntra,Funskool Toys Product 366,Toys,Funskool,45762.53,68583.38,33.27,3.7,4558,3686,872
Myntra,Samsung Home Appliances Product 124,Home Appliances,Samsung,44615.62,56463.24,20.98,4.1,1752,1363,389
Myntra,L'Oreal Beauty Product 462,Beauty,L'Oreal,26331.35,39464.57,33.28,2.7,2518,1263,1255
Myntra,Funskool Toys Product 347,Toys,Funskool,6416,8449.78,24.07,1.3,913,714,199
Myntra,Levi's Fashion Product 238,Fashion,Levi's,17624.33,20953.68,15.89,1.5,2610,2418,192
Myntra,Hachette Books Product 307,Books,Hachette,14891.26,17253.25,13.69,1.2,4909,4198,711
Myntra,Dell Electronics Product 197,Electronics,Dell,30727.96,39285.39,21.78,2.5,1250,1231,19
Myntra,Hasbro Toys Product 635,Toys,Hasbro,25520,32523.95,21.53,3,3665,2012,1653
Myntra,Fisher-Price Toys Product 104,Toys,Fisher-Price,11170.33,16064,30.46,3.3,1414,1367,47
Myntra,HarperCollins Books Product 298,Books,HarperCollins,10295.31,14237.72,27.69,3.1,445,354,91
Myntra,Maybelline Beauty Product 957,Beauty,Maybelline,27823.22,35188.79,20.93,1.1,1697,1322,375
Myntra,Apple Electronics Product 564,Electronics,Apple,6438.96,9310.86,30.84,4.2,659,658,1
Myntra,Puma Fashion Product 870,Fashion,Puma,7138.26,8831.16,19.17,3.5,2376,1603,773
Myntra,Nike Fashion Product 195,Fashion,Nike,17812.32,20017.85,11.02,1.5,3542,3229,313
Myntra,Scholastic Books Product 171,Books,Scholastic,43922.34,65766.53,33.21,2,1256,1067,189
Myntra,Dove Beauty Product 206,Beauty,Dove,14372.79,18327.29,21.58,3,769,434,335
Myntra,Zara Fashion Product 344,Fashion,Zara,17325.58,23779.67,27.14,2.9,4945,3651,1294
Myntra,Lego Toys Product 151,Toys,Lego,6328.05,8936.69,29.19,2.4,3001,1760,1241
Myntra,Scholastic Books Product 811,Books,Scholastic,16605.83,24702.34,32.78,2.1,474,293,181
Myntra,Maybelline Beauty Product 872,Beauty,Maybelline,42858.77,48795.2,12.17,4.5,867,453,414
Myntra,Philips Home Appliances Product 408,Home Appliances,Philips,29460.31,38712.78,23.9,3.3,283,218,65
Myntra,Lakme Beauty Product 607,Beauty,Lakme,18255.48,23332.96,21.76,2.7,946,542,404
Myntra,Apple Electronics Product 228,Electronics,Apple,7301.91,8050.87,9.3,3.8,3506,1761,1745
Myntra,Fisher-Price Toys Product 489,Toys,Fisher-Price,22719.07,26688.93,14.87,1.8,2126,1185,941
Myntra,Sony Electronics Product 708,Electronics,Sony,15252.48,21522.83,29.13,2.8,2237,2023,214
Myntra,OnePlus Electronics Product 961,Electronics,OnePlus,42192.62,60743.53,30.54,3.4,4843,2690,2153
Myntra,Mattel Toys Product 932,Toys,Mattel,30747.18,43962.85,30.06,1.8,2977,1741,1236
Myntra,OnePlus Electronics Product 461,Electronics,OnePlus,32553.2,48105.09,32.33,4,1949,1368,581
Myntra,Lego Toys Product 841,Toys,Lego,29983.74,42445.05,29.36,1,3063,1814,1249
Myntra,Nike Fashion Product 634,Fashion,Nike,12996.75,16192.87,19.74,3.9,195,124,71
Myntra,L'Oreal Beauty Product 870,Beauty,L'Oreal,38450.21,50675.07,24.12,4.9,1969,1617,352
Myntra,Mattel Toys Product 780,Toys,Mattel,623.56,768.17,18.83,4.8,1073,810,263
Myntra,L'Oreal Beauty Product 203,Beauty,L'Oreal,17642.23,23322.23,24.35,3.6,4407,4334,73
Myntra,Levi's Fashion Product 165,Fashion,Levi's,30589.29,38947.22,21.46,3.3,4177,2300,1877
Myntra,Decathlon Sports Product 246,Sports,Decathlon,36864.99,50965.15,27.67,2.2,4873,3504,1369
Myntra,Samsung Electronics Product 941,Electronics,Samsung,5760.68,7747.52,25.64,3.3,4613,3179,1434
Myntra,Funskool Toys Product 719,Toys,Funskool,22516.85,30743.91,26.76,1.3,2932,2263,669
Myntra,L'Oreal Beauty Product 395,Beauty,L'Oreal,10538.04,13024.2,19.09,2.1,3038,2348,690
Myntra,Dove Beauty Product 531,Beauty,Dove,46337.2,53819.3,13.9,3.2,688,425,263
Myntra,Maybelline Beauty Product 414,Beauty,Maybelline,49135.55,59804.79,17.84,4.3,1722,1361,361
Myntra,Reebok Sports Product 940,Sports,Reebok,5257.61,7257.53,27.56,2.5,2829,2808,21
Myntra,L'Oreal Beauty Product 603,Beauty,L'Oreal,831.9,1060.57,21.56,4.7,3273,2433,840
Myntra,Puma Fashion Product 242,Fashion,Puma,24212.01,31013.32,21.93,4.6,2148,1883,265
Myntra,Bosch Home Appliances Product 401,Home Appliances,Bosch,8960.54,11929.36,24.89,3.7,2828,1825,1003
Myntra,Lego Toys Product 766,Toys,Lego,29322.82,34218.02,14.31,3.6,2727,1999,728
Myntra,Hachette Books Product 498,Books,Hachette,46901.2,62271.54,24.68,4.1,3746,2377,1369
Myntra,Nivea Beauty Product 504,Beauty,Nivea,21620.15,27815.44,22.27,1.3,4227,2465,1762
Myntra,L'Oreal Beauty Product 454,Beauty,L'Oreal,27307.96,40434.88,32.46,1.8,3810,2685,1125
Myntra,Scholastic Books Product 329,Books,Scholastic,39055.7,53050.29,26.38,4.7,3285,3263,22
Myntra,Reebok Sports Product 811,Sports,Reebok,7111.16,8899.09,20.09,4.5,3818,2545,1273
Myntra,Lego Toys Product 741,Toys,Lego,33192.91,45359.7,26.82,4.3,1386,847,539
Myntra,LG Home Appliances Product 180,Home Appliances,LG,31851.9,41058.06,22.42,3.4,1980,1906,74
Myntra,Maybelline Beauty Product 869,Beauty,Maybelline,28641.42,38954.34,26.47,4.2,1704,1427,277
Myntra,LG Home Appliances Product 212,Home Appliances,LG,26561.74,34183.72,22.3,5,4885,2545,2340
Myntra,Reebok Sports Product 300,Sports,Reebok,1461.6,1890.77,22.7,1.7,4478,3535,943
Myntra,Levi's Fashion Product 568,Fashion,Levi's,44357.04,66301.04,33.1,4.9,3543,3378,165
Myntra,Lego Toys Product 511,Toys,Lego,49352.64,64477.24,23.46,2.3,3259,1854,1405
Myntra,Decathlon Sports Product 274,Sports,Decathlon,42668.82,47209.36,9.62,3.8,151,93,58
Myntra,Whirlpool Home Appliances Product 980,Home Appliances,Whirlpool,15036.3,20181.09,25.49,1.8,2519,2226,293
Myntra,Dove Beauty Product 838,Beauty,Dove,14752.28,20528.98,28.14,4.1,3635,2040,1595
Myntra,L'Oreal Beauty Product 684,Beauty,L'Oreal,35072.14,42576.65,17.63,2.9,2664,1336,1328
Myntra,Maybelline Beauty Product 276,Beauty,Maybelline,36994.23,49670,25.52,3.7,2375,1786,589
Myntra,Penguin Books Product 496,Books,Penguin,46102.61,56945.01,19.04,4,2348,1700,648
Myntra,Decathlon Sports Product 450,Sports,Decathlon,1495.52,2109.83,29.12,4.2,4610,4180,430
Myntra,L'Oreal Beauty Product 598,Beauty,L'Oreal,28037.13,38767.4,27.68,2.5,1696,1448,248
Myntra,Head Sports Product 670,Sports,Head,35138.51,42870.8,18.04,4.3,2301,1926,375
Myntra,Dell Electronics Product 331,Electronics,Dell,23100.27,29348.38,21.29,1.6,2917,1591,1326
Myntra,Under Armour Sports Product 581,Sports,Under Armour,12952.28,16518.79,21.59,4.3,2064,1061,1003
Myntra,Adidas Fashion Product 188,Fashion,Adidas,15041.08,21506.26,30.06,5,4777,3867,910
Myntra,Dell Electronics Product 918,Electronics,Dell,41867.9,60411.42,30.7,2.4,2377,1314,1063
Myntra,Fisher-Price Toys Product 539,Toys,Fisher-Price,25389.17,29098.49,12.75,2.3,3465,3221,244
Myntra,Samsung Home Appliances Product 985,Home Appliances,Samsung,31202.9,39029.43,20.05,3.2,3676,3243,433
Myntra,Fisher-Price Toys Product 676,Toys,Fisher-Price,27238.05,37061.67,26.51,2.5,597,338,259
Myntra,Hasbro Toys Product 112,Toys,Hasbro,38236.64,46586.65,17.92,4.8,3650,2904,746
Myntra,Dell Electronics Product 248,Electronics,Dell,23766.89,34798.69,31.7,1.1,1584,1074,510
Myntra,Decathlon Sports Product 674,Sports,Decathlon,41434.4,51304.43,19.24,1.3,461,420,41
Myntra,Hasbro Toys Product 673,Toys,Hasbro,7058.6,8952.66,21.16,3.9,1342,969,373
Myntra,Decathlon Sports Product 908,Sports,Decathlon,28694.93,40612.62,29.34,3.1,2299,2282,17
Myntra,LG Home Appliances Product 464,Home Appliances,LG,24810.08,36634.48,32.28,2.4,3100,2859,241
Myntra,Fisher-Price Toys Product 682,Toys,Fisher-Price,25598.64,31546.39,18.85,4.7,3815,3144,671
Myntra,Penguin Books Product 488,Books,Penguin,32639.02,48567.43,32.8,4.3,4397,2985,1412
Myntra,Scholastic Books Product 943,Books,Scholastic,30939.58,43121.23,28.25,3.4,62,49,13
Myntra,Philips Home Appliances Product 692,Home Appliances,Philips,48441.24,63291.41,23.46,3.2,2165,1512,653
Myntra,Bosch Home Appliances Product 867,Home Appliances,Bosch,8175.53,11962.03,31.65,4.6,1665,1365,300
Myntra,Levi's Fashion Product 749,Fashion,Levi's,36046.29,41015.67,12.12,4.1,4667,4529,138
Myntra,Reebok Sports Product 854,Sports,Reebok,8827.77,10177.75,13.26,1.2,1053,610,443
Myntra,Maybelline Beauty Product 680,Beauty,Maybelline,33278.4,45092.88,26.2,4.2,2499,2023,476
Myntra,Samsung Electronics Product 461,Electronics,Samsung,13930.65,19459.13,28.41,1.5,3750,3664,86
Myntra,Scholastic Books Product 776,Books,Scholastic,21266.13,30788.37,30.93,1.1,1118,577,541
Myntra,Bosch Home Appliances Product 250,Home Appliances,Bosch,11323.74,16193.03,30.07,3.5,1548,1416,132
Myntra,L'Oreal Beauty Product 175,Beauty,L'Oreal,9532.33,14127.67,32.53,1.2,2924,2861,63
Myntra,Penguin Books Product 692,Books,Penguin,37996.93,42225.99,10.02,4,2143,1095,1048
Myntra,Philips Home Appliances Product 847,Home Appliances,Philips,42575.48,48841.36,12.83,2.6,3680,1875,1805
Myntra,Dove Beauty Product 201,Beauty,Dove,5796.13,8530.79,32.06,4.5,3935,2381,1554
Myntra,Levi's Fashion Product 800,Fashion,Levi's,49113.68,70170.69,30.01,3.2,1051,584,467
Myntra,Whirlpool Home Appliances Product 588,Home Appliances,Whirlpool,37586.62,45144.88,16.74,4.5,778,392,386
Myntra,Funskool Toys Product 634,Toys,Funskool,14214.66,18813.72,24.45,1.5,4477,4252,225
Myntra,Samsung Electronics Product 406,Electronics,Samsung,22934.31,25799.62,11.11,2.8,3373,2460,913
Myntra,LG Home Appliances Product 567,Home Appliances,LG,2914.98,4240.97,31.27,3.4,4754,3776,978
Myntra,Apple Electronics Product 168,Electronics,Apple,31702.43,38549.39,17.76,2.3,3336,3227,109
Myntra,Zara Fashion Product 881,Fashion,Zara,38596.77,48539.2,20.48,1.3,2177,1227,950
Myntra,Hachette Books Product 332,Books,Hachette,18517.75,26244.34,29.44,1.2,1591,1037,554
Myntra,Head Sports Product 786,Sports,Head,2599.78,3404.11,23.63,2.3,1721,1263,458
Myntra,Dove Beauty Product 156,Beauty,Dove,23464.85,35047.38,33.05,2.9,3267,2909,358
Myntra,Samsung Electronics Product 899,Electronics,Samsung,6490.56,9581.98,32.26,4.3,1023,942,81
Myntra,Dell Electronics Product 157,Electronics,Dell,2725.1,3257.29,16.34,3.6,2700,2291,409
Myntra,Whirlpool Home Appliances Product 503,Home Appliances,Whirlpool,8898.72,10453.92,14.88,4.7,4247,2710,1537
Myntra,Zara Fashion Product 388,Fashion,Zara,19963.04,22538.97,11.43,4.2,3622,2740,882
Myntra,Nike Fashion Product 293,Fashion,Nike,13384.07,16804.49,20.35,1.5,3515,3357,158
Myntra,Levi's Fashion Product 153,Fashion,Levi's,10931.36,13348.4,18.11,1.3,4989,3764,1225
Myntra,Reebok Sports Product 944,Sports,Reebok,41355.78,48495,14.72,4.4,3444,1814,1630
Myntra,Dove Beauty Product 702,Beauty,Dove,39105,46150.02,15.27,3.2,438,418,20
Myntra,Puma Fashion Product 403,Fashion,Puma,25560.59,31078.68,17.76,1.6,432,369,63
Myntra,Levi's Fashion Product 856,Fashion,Levi's,9390.51,11610.54,19.12,3.1,242,141,101
Myntra,Samsung Home Appliances Product 673,Home Appliances,Samsung,39943.57,54686.85,26.96,1.6,2393,1672,721
Myntra,Decathlon Sports Product 268,Sports,Decathlon,38517.45,55561.74,30.68,2.9,4538,4031,507
Myntra,Apple Electronics Product 125,Electronics,Apple,11712.55,14639.91,20,2.9,4351,4268,83
Myntra,HarperCollins Books Product 722,Books,HarperCollins,41886.15,49106.68,14.7,1.2,4340,2560,1780
Myntra,Zara Fashion Product 437,Fashion,Zara,5050.26,6177.53,18.25,3.9,1387,1155,232
Myntra,Sony Electronics Product 389,Electronics,Sony,33108.48,47723.59,30.62,3.3,4943,3179,1764
Myntra,Maybelline Beauty Product 635,Beauty,Maybelline,30111.97,41586.54,27.59,3,813,749,64
Myntra,Samsung Home Appliances Product 133,Home Appliances,Samsung,45009.61,59805.86,24.74,4.3,2921,1508,1413
Myntra,Reebok Sports Product 585,Sports,Reebok,34090.74,50735.22,32.81,1.9,661,421,240
Myntra,Funskool Toys Product 976,Toys,Funskool,41177.93,49919.87,17.51,4.8,1644,1364,280
Myntra,Dove Beauty Product 515,Beauty,Dove,26188.35,33871.13,22.68,4,2214,1940,274
Myntra,LG Home Appliances Product 391,Home Appliances,LG,49477.25,59385.95,16.69,3.6,4440,3821,619
Myntra,Mattel Toys Product 475,Toys,Mattel,45227.04,66304.51,31.79,2.7,3283,2510,773
Myntra,Scholastic Books Product 944,Books,Scholastic,48358.9,62952.85,23.18,3.4,41,22,19
Myntra,Hachette Books Product 459,Books,Hachette,18289.42,24367.86,24.94,3.7,4793,3610,1183
Myntra,Maybelline Beauty Product 239,Beauty,Maybelline,15908.45,21849.62,27.19,4.1,4834,2495,2339
Myntra,Scholastic Books Product 117,Books,Scholastic,24847.42,27684.45,10.25,2,912,894,18
Myntra,Hasbro Toys Product 285,Toys,Hasbro,49929.58,69971.5,28.64,4.4,2872,2170,702
Myntra,Yonex Sports Product 478,Sports,Yonex,14591.36,18940.1,22.96,4.8,2232,1493,739
Myntra,OnePlus Electronics Product 442,Electronics,OnePlus,26061.74,38624.82,32.53,4,4977,3753,1224
Myntra,Philips Home Appliances Product 103,Home Appliances,Philips,41696.13,57999.13,28.11,1.7,605,364,241
Myntra,Hasbro Toys Product 362,Toys,Hasbro,3163.04,4064.56,22.18,2.4,4975,3291,1684
Myntra,Levi's Fashion Product 446,Fashion,Levi's,22821.68,30344.81,24.79,3.4,4803,3148,1655
Myntra,Reebok Sports Product 121,Sports,Reebok,4748.65,6117.63,22.38,2.6,1556,1459,97
Myntra,L'Oreal Beauty Product 371,Beauty,L'Oreal,40016.67,54082.22,26.01,4.5,4592,4295,297
Myntra,Oxford Books Product 649,Books,Oxford,28082.48,33661.7,16.57,3.8,2767,1688,1079
Myntra,Hachette Books Product 136,Books,Hachette,1803.52,2319.56,22.25,4.3,2158,1237,921
Myntra,Yonex Sports Product 590,Sports,Yonex,29076.22,37241.37,21.92,1.7,3377,2875,502
Myntra,Decathlon Sports Product 673,Sports,Decathlon,11147.51,14172.36,21.34,4.4,3232,2076,1156
Myntra,Decathlon Sports Product 974,Sports,Decathlon,1629.89,2388.27,31.75,3.9,3853,3068,785
Myntra,Maybelline Beauty Product 946,Beauty,Maybelline,37649.62,48395.37,22.2,3.1,535,481,54
Myntra,Levi's Fashion Product 145,Fashion,Levi's,34810.97,51152.53,31.95,2.8,2782,2580,202
Myntra,Lego Toys Product 644,Toys,Lego,20391.88,29648.13,31.22,4.5,1013,922,91
Myntra,Sony Electronics Product 803,Electronics,Sony,39591.45,56089.08,29.41,1.7,1157,839,318
Myntra,Hachette Books Product 585,Books,Hachette,18973.69,27129.11,30.06,1.9,1903,998,905
Myntra,HarperCollins Books Product 682,Books,HarperCollins,31045.68,41161.77,24.58,1.1,690,637,53
Myntra,Samsung Home Appliances Product 458,Home Appliances,Samsung,21493.7,26172.45,17.88,1,2190,1201,989
Myntra,Nike Fashion Product 831,Fashion,Nike,45526.45,54374.67,16.27,3.8,4183,3054,1129
Myntra,Reebok Sports Product 765,Sports,Reebok,37254.59,43852.2,15.05,3.2,4557,3853,704
Myntra,Funskool Toys Product 953,Toys,Funskool,12824.89,15736.07,18.5,4.2,4832,4656,176
Myntra,Funskool Toys Product 794,Toys,Funskool,4875.67,6873.59,29.07,2,273,229,44
Myntra,Philips Home Appliances Product 499,Home Appliances,Philips,7727.26,9244.4,16.41,4.1,1273,723,550
Myntra,Apple Electronics Product 601,Electronics,Apple,1747.31,2344.48,25.47,3.7,3740,2571,1169
Myntra,L'Oreal Beauty Product 352,Beauty,L'Oreal,46119.1,59506.19,22.5,2.5,4254,3255,999
Myntra,Head Sports Product 473,Sports,Head,48956.88,60011.58,18.42,2.6,1422,754,668
Myntra,Samsung Electronics Product 252,Electronics,Samsung,26971.41,38125.37,29.26,4.9,4719,2702,2017
Myntra,Yonex Sports Product 327,Sports,Yonex,23265.05,28554.31,18.52,1.3,2593,2351,242
Myntra,OnePlus Electronics Product 446,Electronics,OnePlus,35005.85,48596.81,27.97,4.9,1763,1488,275
Myntra,LG Home Appliances Product 517,Home Appliances,LG,19741.49,23633.8,16.47,3.4,768,431,337
Myntra,Funskool Toys Product 135,Toys,Funskool,23466.85,32470.16,27.73,2.5,4935,2561,2374
Myntra,Maybelline Beauty Product 300,Beauty,Maybelline,33815.45,38450.08,12.05,1.8,322,194,128
Myntra,Under Armour Sports Product 145,Sports,Under Armour,43588.66,50557.3,13.78,2.7,2093,1396,697
Myntra,Yonex Sports Product 566,Sports,Yonex,40339.77,56396.17,28.47,1.4,3250,2535,715
Myntra,Adidas Fashion Product 627,Fashion,Adidas,36946.47,43699.84,15.45,3.9,3287,2002,1285
Myntra,Philips Home Appliances Product 657,Home Appliances,Philips,43678.32,54350.29,19.64,3.2,2418,1363,1055
Myntra,Head Sports Product 482,Sports,Head,26439.07,34141.07,22.56,3.9,1671,878,793
Myntra,Lakme Beauty Product 439,Beauty,Lakme,16241.23,19601.31,17.14,1.6,1190,1070,120
Myntra,Mattel Toys Product 327,Toys,Mattel,11161.09,15634.28,28.61,2.4,2039,1530,509
Myntra,Levi's Fashion Product 634,Fashion,Levi's,23736.14,28051.14,15.38,4.4,4880,3076,1804
Myntra,Zara Fashion Product 123,Fashion,Zara,11354.85,16157.82,29.73,2.9,1459,1256,203
Myntra,LG Home Appliances Product 309,Home Appliances,LG,21809.5,31804.17,31.43,4.8,3478,1889,1589
Myntra,Lakme Beauty Product 668,Beauty,Lakme,16802.5,24164.24,30.47,2.6,4463,3281,1182
Myntra,Under Armour Sports Product 333,Sports,Under Armour,48169.29,57803.49,16.67,1.4,2871,2321,550
Myntra,Lego Toys Product 507,Toys,Lego,12945.6,14535.04,10.94,1.7,1289,1277,12
Myntra,Penguin Books Product 113,Books,Penguin,10911.59,13452.59,18.89,4.7,2964,2088,876
Myntra,Dove Beauty Product 185,Beauty,Dove,14802.28,21900.98,32.41,2.8,964,905,59
Myntra,Samsung Electronics Product 387,Electronics,Samsung,4062.68,4574.51,11.19,4.8,560,384,176
Myntra,Nivea Beauty Product 811,Beauty,Nivea,15858.21,17550.93,9.64,4,1042,1000,42
Myntra,Dell Electronics Product 149,Electronics,Dell,1799.13,2105.08,14.53,4.1,563,511,52
Myntra,Head Sports Product 416,Sports,Head,16538,20260.28,18.37,3.3,182,114,68
Myntra,OnePlus Electronics Product 132,Electronics,OnePlus,24961.64,28687,12.99,5,4008,3674,334
Myntra,Nike Fashion Product 470,Fashion,Nike,31844.34,39085.86,18.53,4,882,698,184
Myntra,Nivea Beauty Product 188,Beauty,Nivea,47080.39,58519.84,19.55,2.2,2314,1288,1026
Myntra,Samsung Home Appliances Product 256,Home Appliances,Samsung,15040.4,20264.12,25.78,1.1,4404,3736,668
Myntra,Funskool Toys Product 143,Toys,Funskool,17674.23,20328.78,13.06,3.8,2891,2355,536
Myntra,Penguin Books Product 101,Books,Penguin,4115.15,5449.13,24.48,1.2,2546,1981,565
Myntra,Lakme Beauty Product 508,Beauty,Lakme,44552.96,56127.26,20.62,3.1,527,279,248
Myntra,Scholastic Books Product 497,Books,Scholastic,19051.78,20962.69,9.12,3.7,3500,2645,855
Myntra,Philips Home Appliances Product 283,Home Appliances,Philips,22493.64,31845.67,29.37,2.5,1276,1052,224
Myntra,Penguin Books Product 844,Books,Penguin,27575.44,39687.65,30.52,3.7,2228,2223,5
Myntra,Samsung Electronics Product 190,Electronics,Samsung,14746.58,21100.65,30.11,4.3,3490,1972,1518
Myntra,Nivea Beauty Product 216,Beauty,Nivea,38856.43,43255.6,10.17,1.7,3286,3094,192
Myntra,Bosch Home Appliances Product 657,Home Appliances,Bosch,6305.08,8884.12,29.03,1.1,439,388,51
Myntra,Oxford Books Product 211,Books,Oxford,4946.76,7239.41,31.67,3.5,646,523,123
Myntra,Penguin Books Product 565,Books,Penguin,3716.74,4674.68,20.49,4.8,250,243,7
Myntra,Puma Fashion Product 899,Fashion,Puma,5009.11,6248.23,19.83,3.4,3216,2785,431
Myntra,Funskool Toys Product 958,Toys,Funskool,46043.84,62165.34,25.93,2.8,4005,3873,132
Myntra,Puma Fashion Product 161,Fashion,Puma,6288.75,7592.9,17.18,4.7,2076,1593,483
Myntra,Adidas Fashion Product 186,Fashion,Adidas,34066.79,42652.77,20.13,4.2,2045,1368,677
Myntra,Samsung Home Appliances Product 620,Home Appliances,Samsung,14876.32,18841.19,21.04,2.5,374,354,20
Myntra,LG Home Appliances Product 970,Home Appliances,LG,12332.54,14745.66,16.36,3.4,3046,2000,1046
Myntra,Whirlpool Home Appliances Product 448,Home Appliances,Whirlpool,1323.59,1553.73,14.81,3.4,4758,3434,1324
Myntra,Scholastic Books Product 181,Books,Scholastic,32938.47,42032.84,21.64,3.7,3539,3315,224
